GAge	GSex	GCity	GCity_X	GCity_Y	GState	VFrom	VNights	VPersons	VTypeOfVisit	VPriceRoom	VPriceFood	VPriceDeduction	VPriceTotal	QSatisfaction	QRoom	QFood	QService	QCulture	WTemperature	WSky	XEUR
56	female	Salzburg	13.0475658	47.798095	Austria	14.8.2012	7	1	private	8470	1050	200	9320	average	26	65	70	58	20.1	rain/snow	25.04
50	female	Wien	16.3736767	48.2115631	Austria	20.8.2012	14	2	private	33880	0	200	33680	high	99	86	64	59	18.6	cloudy	24.91
25	male	Brno	16.6153758	49.1921808	CR	20.8.2012	14	2	private	33880	0	200	33680	high	95	99	62	23	18.6	cloudy	24.91
56	female	Brno	16.6153758	49.1921808	CR	20.8.2012	14	2	private	33880	0	200	33680	high	86	89	98	27	18.6	cloudy	24.91
25	female	Brno	16.6153758	49.1921808	CR	20.8.2012	14	2	private	33880	0	200	33680	high	94	93	74	58	18.6	cloudy	24.91
54	female	Dresden	13.7397044	51.0497456	Germany	21.8.2012	7	1	private	8470	1050	200	9320	average	27	43	48	36	18.6	sunny	24.78
38	male	Warsaw	21.0099069	52.2342533	Poland	21.8.2012	7	1	private	8470	0	200	8270	average	52	57	55	33	18.6	sunny	24.78
53	female	Dresden	13.7397044	51.0497456	Germany	21.8.2012	7	1	private	8470	0	200	8270	average	57	43	48	58	18.6	sunny	24.78
65	female	Nitra	18.0902903	48.3139558	Slovakia	21.8.2012	7	1	private	8470	1050	200	9320	average	43	44	59	52	18.6	sunny	24.78
52	female	Wien	16.3736767	48.2115631	Austria	21.8.2012	7	1	private	8470	1050	200	9320	average	27	56	47	35	18.6	sunny	24.78
82	female	Dresden	13.7397044	51.0497456	Germany	21.8.2012	7	1	private	8470	0	200	8270	average	41	42	54	59	18.6	sunny	24.78
66	female	Dresden	13.7397044	51.0497456	Germany	21.8.2012	7	4	private	33880	4200	200	37880	average	36	65	47	59	18.6	sunny	24.78
20	female	München	11.5836375	48.1364669	Germany	24.8.2012	2	3	private	7260	0	200	7060	average	35	51	43	51	26.3	rain/snow	24.91
65	female	München	11.5836375	48.1364669	Germany	24.8.2012	2	2	private	4840	600	200	5240	average	35	56	55	35	26.3	rain/snow	24.91
70	male	München	11.5836375	48.1364669	Germany	24.8.2012	2	3	private	7260	900	200	7960	average	36	51	59	48	26.3	rain/snow	24.91
77	female	München	11.5836375	48.1364669	Germany	24.8.2012	2	2	private	4840	600	200	5240	average	51	44	71	48	26.3	rain/snow	24.91
53	female	München	11.5836375	48.1364669	Germany	24.8.2012	2	3	private	7260	900	200	7960	average	27	51	71	47	26.3	rain/snow	24.91
39	female	München	11.5836375	48.1364669	Germany	24.8.2012	2	3	private	7260	900	200	7960	average	33	41	43	46	26.3	rain/snow	24.91
34	male	München	11.5836375	48.1364669	Germany	24.8.2012	2	3	private	7260	900	200	7960	average	51	50	71	64	26.3	rain/snow	24.91
21	female	Dresden	13.7397044	51.0497456	Germany	24.8.2012	2	2	private	4840	600	200	5240	average	60	44	72	48	26.3	rain/snow	24.91
31	male	Praha	14.4212806	50.0874967	CR	27.8.2012	1	3	business	3630	450	0	4080	average	34	56	47	61	23.2	cloudy	24.85
20	male	Praha	14.4212806	50.0874967	CR	27.8.2012	1	2	business	2420	300	0	2720	average	57	68	57	36	23.2	cloudy	24.85
64	male	Linz	14.2862742	48.3066489	Austria	28.8.2012	7	1	private	8470	1050	200	9320	average	41	58	45	48	21.9	rain/snow	24.82
51	male	Dresden	13.7397044	51.0497456	Germany	28.8.2012	7	1	private	8470	1050	200	9320	average	28	43	57	46	21.9	rain/snow	24.82
58	female	Praha	14.4212806	50.0874967	CR	31.8.2012	2	2	private	4840	600	200	5240	average	41	43	71	50	24.9	cloudy	24.84
77	male	Linz	14.2862742	48.3066489	Austria	31.8.2012	2	3	private	7260	0	200	7060	low	6	23	32	46	24.9	cloudy	24.84
28	male	Linz	14.2862742	48.3066489	Austria	31.8.2012	2	4	private	9680	0	200	9480	low	30	32	28	71	24.9	cloudy	24.84
28	male	Praha	14.4212806	50.0874967	CR	3.9.2012	1	2	business	2420	0	0	2420	average	26	55	69	64	24.2	cloudy	24.9
33	female	Praha	14.4212806	50.0874967	CR	3.9.2012	1	1	business	1210	0	0	1210	average	26	58	48	48	24.2	cloudy	24.9
18	male	Praha	14.4212806	50.0874967	CR	3.9.2012	1	4	business	4840	0	0	4840	average	60	65	47	46	24.2	cloudy	24.9
51	female	Praha	14.4212806	50.0874967	CR	7.9.2012	2	3	private	7260	0	200	7060	low	24	23	27	40	19.3	sunny	24.59
25	male	Linz	14.2862742	48.3066489	Austria	7.9.2012	2	3	private	7260	0	200	7060	low	38	30	31	53	19.3	sunny	24.59
42	female	Linz	14.2862742	48.3066489	Austria	7.9.2012	2	2	private	4840	0	200	4640	low	31	38	37	2	19.3	sunny	24.59
26	male	Linz	14.2862742	48.3066489	Austria	7.9.2012	2	3	private	7260	0	200	7060	low	31	40	38	70	19.3	sunny	24.59
44	female	Linz	14.2862742	48.3066489	Austria	7.9.2012	2	4	private	9680	0	200	9480	low	32	36	25	53	19.3	sunny	24.59
77	male	Linz	14.2862742	48.3066489	Austria	7.9.2012	2	2	private	4840	0	200	4640	low	5	32	38	4	19.3	sunny	24.59
51	male	Wien	16.3736767	48.2115631	Austria	7.9.2012	2	3	private	7260	0	200	7060	low	32	36	28	46	19.3	sunny	24.59
22	male	München	11.5836375	48.1364669	Germany	7.9.2012	2	3	private	7260	0	200	7060	low	7	28	15	69	19.3	sunny	24.59
65	female	Praha	14.4212806	50.0874967	CR	10.9.2012	1	4	business	4840	0	0	4840	average	27	41	42	59	16.2	cloudy	24.54
70	male	Salzburg	13.0475658	47.798095	Austria	10.9.2012	1	4	business	4840	0	0	4840	average	44	67	55	64	16.2	cloudy	24.54
53	female	Wien	16.3736767	48.2115631	Austria	10.9.2012	1	4	business	4840	0	0	4840	average	52	60	53	51	16.2	cloudy	24.54
69	female	Praha	14.4212806	50.0874967	CR	10.9.2012	1	2	business	2420	0	0	2420	average	36	41	45	62	16.2	cloudy	24.54
29	female	Praha	14.4212806	50.0874967	CR	17.9.2012	1	2	business	2420	0	0	2420	average	52	44	57	34	16.1	rain/snow	24.5
82	female	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	43	49	54	57	10.1	sunny	24.8
72	female	Berlin	13.3908886	52.5176189	Germany	21.9.2012	2	2	private	4840	0	200	4640	average	42	55	57	45	10.1	sunny	24.8
33	female	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	1	private	2420	0	200	2220	average	58	50	41	60	10.1	sunny	24.8
58	female	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	49	58	43	49	10.1	sunny	24.8
22	male	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	34	55	69	64	10.1	sunny	24.8
28	male	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	41	41	48	62	10.1	sunny	24.8
80	male	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	33	42	72	47	10.1	sunny	24.8
59	female	Budweis	14.4757883	48.9763169	CR	21.9.2012	2	2	private	4840	0	200	4640	average	34	49	46	57	10.1	sunny	24.8
27	male	München	11.5836375	48.1364669	Germany	21.9.2012	2	2	private	4840	0	200	4640	average	44	66	70	59	10.1	sunny	24.8
62	male	Katovice	19.0241283	50.2592108	Poland	22.9.2012	14	2	private	33880	0	1000	32880	average	42	51	42	45	9.8	cloudy	24.8
76	female	Budweis	14.4757883	48.9763169	CR	22.9.2012	27	4	business	130680	0	200	130480	average	43	55	46	57	9.8	cloudy	24.8
45	male	Katovice	19.0241283	50.2592108	Poland	22.9.2012	14	2	private	33880	0	1000	32880	average	27	65	55	51	9.8	cloudy	24.8
56	male	Budweis	14.4757883	48.9763169	CR	22.9.2012	27	3	business	98010	0	200	97810	average	28	57	41	51	9.8	cloudy	24.8
41	female	Budweis	14.4757883	48.9763169	CR	22.9.2012	27	4	business	130680	0	200	130480	average	42	54	45	61	9.8	cloudy	24.8
51	female	Katovice	19.0241283	50.2592108	Poland	22.9.2012	14	4	private	67760	0	1000	66760	average	44	55	56	59	9.8	cloudy	24.8
25	female	Brno	16.6153758	49.1921808	CR	22.9.2012	1	1	private	1210	0	200	1010	low	37	37	30	46	9.8	cloudy	24.8
41	female	Ostrava	18.2825511	49.8341497	CR	28.9.2012	2	2	private	4840	0	200	4640	low	31	29	21	71	13.1	rain/snow	24.86
30	male	Brno	16.6153758	49.1921808	CR	28.9.2012	14	2	private	33880	0	200	33680	low	37	33	27	38	13.1	rain/snow	24.86
30	male	Brno	16.6153758	49.1921808	CR	28.9.2012	14	2	private	33880	0	200	33680	low	39	24	38	55	13.1	rain/snow	24.86
38	male	Budweis	14.4757883	48.9763169	CR	28.9.2012	2	4	private	9680	0	200	9480	average	51	58	71	63	13.1	rain/snow	24.86
35	female	Katovice	19.0241283	50.2592108	Poland	29.9.2012	14	2	private	33880	0	1000	32880	average	57	56	43	50	15.4	sunny	24.86
65	female	Budweis	14.4757883	48.9763169	CR	29.9.2012	27	3	business	98010	0	200	97810	average	52	55	48	63	15.4	sunny	24.86
70	male	München	11.5836375	48.1364669	Germany	29.9.2012	14	2	private	33880	0	1000	32880	average	60	65	45	48	15.4	sunny	24.86
31	male	Budweis	14.4757883	48.9763169	CR	29.9.2012	27	4	business	130680	0	200	130480	average	57	60	53	52	15.4	sunny	24.86
33	male	Wien	16.3736767	48.2115631	Austria	29.9.2012	27	4	business	130680	0	200	130480	average	50	41	72	33	15.4	sunny	24.86
43	male	Brno	16.6153758	49.1921808	CR	29.9.2012	1	2	private	2420	0	200	2220	low	40	23	23	47	15.4	sunny	24.86
77	female	Budweis	14.4757883	48.9763169	CR	29.9.2012	27	4	business	130680	0	200	130480	average	41	42	53	59	15.4	sunny	24.86
25	male	Katovice	19.0241283	50.2592108	Poland	29.9.2012	14	2	private	33880	0	1000	32880	average	43	58	60	50	15.4	sunny	24.86
34	female	Wien	16.3736767	48.2115631	Austria	29.9.2012	1	1	private	1210	0	200	1010	low	6	30	27	38	15.4	sunny	24.86
40	female	Brno	16.6153758	49.1921808	CR	29.9.2012	1	1	private	1210	0	200	1010	low	7	23	40	4	15.4	sunny	24.86
53	male	Katovice	19.0241283	50.2592108	Poland	29.9.2012	14	2	private	33880	0	1000	32880	average	28	58	45	63	15.4	sunny	24.86
77	female	Ústí nad Labem	14.0390819	50.6700692	CR	29.9.2012	1	1	private	1210	0	200	1010	low	31	21	40	69	15.4	sunny	24.86
50	female	Budweis	14.4757883	48.9763169	CR	29.9.2012	27	4	business	130680	0	200	130480	average	26	53	45	36	15.4	sunny	24.86
24	male	Katovice	19.0241283	50.2592108	Poland	29.9.2012	14	2	private	33880	0	1000	32880	average	25	44	46	36	15.4	sunny	24.86
35	male	Salzburg	13.0475658	47.798095	Austria	29.9.2012	27	4	business	130680	0	200	130480	average	41	57	44	45	15.4	sunny	24.86
25	male	Budweis	14.4757883	48.9763169	CR	29.9.2012	1	1	private	1210	0	200	1010	low	39	25	15	40	15.4	sunny	24.86
64	male	Jihlava	15.5909008	49.3963828	CR	29.9.2012	14	2	private	33880	0	1000	32880	average	60	53	46	34	15.4	sunny	24.86
46	female	Ostrava	18.2825511	49.8341497	CR	5.10.2012	2	2	private	4840	0	200	4640	low	14	36	14	1	16.1	sunny	24.91
78	male	Ostrava	18.2825511	49.8341497	CR	5.10.2012	2	2	private	4840	0	200	4640	low	21	34	25	3	16.1	sunny	24.91
59	male	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	16	38	31	2	16.1	sunny	24.91
77	female	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	32	27	24	55	16.1	sunny	24.91
30	male	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	21	35	22	39	16.1	sunny	24.91
25	female	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	30	40	32	70	16.1	sunny	24.91
35	male	Pilsen	13.3771556	49.7490406	CR	5.10.2012	2	3	private	7260	0	200	7060	low	21	27	13	2	16.1	sunny	24.91
40	male	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	16	21	28	40	16.1	sunny	24.91
20	male	Brno	16.6153758	49.1921808	CR	5.10.2012	14	2	private	33880	0	200	33680	low	32	29	30	38	16.1	sunny	24.91
52	female	Brno	16.6153758	49.1921808	CR	6.10.2012	1	1	private	1210	0	200	1010	low	13	38	31	3	5.1	sunny	24.91
76	male	Wien	16.3736767	48.2115631	Austria	6.10.2012	1	1	private	1210	0	200	1010	low	39	24	40	3	5.1	sunny	24.91
31	male	Zlín	17.6700633	49.2280669	CR	6.10.2012	27	4	business	130680	0	200	130480	average	28	51	45	60	5.1	sunny	24.91
27	male	Brno	16.6153758	49.1921808	CR	6.10.2012	1	1	private	1210	0	200	1010	low	24	39	37	69	5.1	sunny	24.91
19	female	Brno	16.6153758	49.1921808	CR	6.10.2012	1	1	private	1210	0	200	1010	low	39	37	23	56	5.1	sunny	24.91
58	female	Budweis	14.4757883	48.9763169	CR	12.10.2012	2	2	private	4840	0	200	4640	low	14	26	25	1	7.5	rain/snow	24.95
51	male	Pilsen	13.3771556	49.7490406	CR	12.10.2012	2	1	private	2420	0	200	2220	high	93	81	89	57	7.5	rain/snow	24.95
68	male	Ostrava	18.2825511	49.8341497	CR	12.10.2012	2	1	private	2420	0	200	2220	low	21	31	22	37	7.5	rain/snow	24.95
60	female	Pilsen	13.3771556	49.7490406	CR	12.10.2012	2	2	private	4840	0	200	4640	high	92	84	85	51	7.5	rain/snow	24.95
56	female	Ostrava	18.2825511	49.8341497	CR	12.10.2012	2	4	private	9680	0	200	9480	low	14	30	28	38	7.5	rain/snow	24.95
50	male	Brno	16.6153758	49.1921808	CR	12.10.2012	14	2	private	33880	0	200	33680	low	32	25	40	72	7.5	rain/snow	24.95
82	male	Salzburg	13.0475658	47.798095	Austria	12.10.2012	2	2	private	4840	0	200	4640	low	13	33	37	2	7.5	rain/snow	24.95
28	male	Ostrava	18.2825511	49.8341497	CR	12.10.2012	2	2	private	4840	0	200	4640	low	13	33	29	70	7.5	rain/snow	24.95
38	male	Ostrava	18.2825511	49.8341497	CR	12.10.2012	2	3	private	7260	0	200	7060	low	29	27	26	4	7.5	rain/snow	24.95
18	female	Brno	16.6153758	49.1921808	CR	12.10.2012	14	2	private	33880	0	200	33680	low	23	32	22	40	7.5	rain/snow	24.95
51	male	Jihlava	15.5909008	49.3963828	CR	13.10.2012	14	2	private	33880	0	1000	32880	average	26	57	42	46	13.1	rain/snow	24.95
34	female	Gdaòsk	18.6560864	54.3482911	Poland	17.10.2012	1	2	business	2420	0	0	2420	low	40	29	14	48	15.3	rain/snow	24.8
70	female	Pilsen	13.3771556	49.7490406	CR	19.10.2012	2	1	private	2420	0	200	2220	high	96	89	64	24	7.4	rain/snow	24.82
51	female	Pilsen	13.3771556	49.7490406	CR	19.10.2012	2	1	private	2420	0	200	2220	high	81	82	90	51	7.4	rain/snow	24.82
63	female	Pilsen	13.3771556	49.7490406	CR	19.10.2012	2	1	private	2420	0	200	2220	high	88	88	88	57	7.4	rain/snow	24.82
33	female	Jihlava	15.5909008	49.3963828	CR	19.10.2012	2	1	private	2420	0	200	2220	high	89	82	100	27	7.4	rain/snow	24.82
32	male	Hradec Králové	15.8353464	50.2100194	CR	23.10.2012	1	2	business	2420	0	0	2420	high	94	83	86	25	17.7	cloudy	24.91
39	male	Gdaòsk	18.6560864	54.3482911	Poland	24.10.2012	1	2	business	2420	0	0	2420	low	8	27	37	55	20.3	sunny	24.98
71	female	Gdaòsk	18.6560864	54.3482911	Poland	24.10.2012	1	2	business	2420	0	0	2420	low	15	37	38	54	20.3	sunny	24.98
36	female	Gdaòsk	18.6560864	54.3482911	Poland	24.10.2012	1	2	business	2420	0	0	2420	low	24	29	26	37	20.3	sunny	24.98
64	female	Salzburg	13.0475658	47.798095	Austria	25.10.2012	24	1	private	29040	0	200	28840	low	5	22	22	46	16.1	sunny	24.91
21	female	Salzburg	13.0475658	47.798095	Austria	25.10.2012	24	1	private	29040	0	200	28840	low	14	23	13	71	16.1	sunny	24.91
76	female	Pilsen	13.3771556	49.7490406	CR	26.10.2012	2	1	private	2420	0	200	2220	high	84	85	85	57	5.2	sunny	24.9
82	female	Ostrava	18.2825511	49.8341497	CR	26.10.2012	2	1	private	2420	0	200	2220	high	83	86	75	50	5.2	sunny	24.9
58	female	Pilsen	13.3771556	49.7490406	CR	26.10.2012	2	4	private	9680	0	200	9480	high	89	97	73	56	5.2	sunny	24.9
60	female	Pilsen	13.3771556	49.7490406	CR	26.10.2012	2	1	private	2420	0	200	2220	high	85	97	75	24	5.2	sunny	24.9
30	male	Wien	16.3736767	48.2115631	Austria	27.10.2012	2	2	private	4840	0	200	4640	average	58	42	55	60	3.3	cloudy	24.9
58	female	Liberec	15.0663036	50.7709239	CR	30.10.2012	1	1	business	1210	0	0	1210	high	95	83	99	27	4.8	sunny	25.02
76	female	Liberec	15.0663036	50.7709239	CR	30.10.2012	1	2	business	2420	0	0	2420	high	87	98	61	23	4.8	sunny	25.02
50	female	Linz	14.2862742	48.3066489	Austria	30.10.2012	1	1	business	1210	0	0	1210	low	14	28	30	71	4.8	sunny	25.02
54	male	Gdaòsk	18.6560864	54.3482911	Poland	31.10.2012	1	1	business	1210	0	0	1210	low	15	22	32	2	3.6	sunny	25.07
55	male	Gdaòsk	18.6560864	54.3482911	Poland	31.10.2012	1	1	business	1210	0	0	1210	low	24	31	25	72	3.6	sunny	25.07
63	female	Gdaòsk	18.6560864	54.3482911	Poland	31.10.2012	1	2	business	2420	0	0	2420	low	5	38	32	4	3.6	sunny	25.07
30	male	Bratislava	17.1097606	48.1547933	Slovakia	31.10.2012	1	1	business	1210	0	0	1210	low	31	21	13	48	3.6	sunny	25.07
24	female	Gdaòsk	18.6560864	54.3482911	Poland	31.10.2012	1	2	business	2420	0	0	2420	low	15	30	16	40	3.6	sunny	25.07
70	male	Praha	14.4212806	50.0874967	CR	31.10.2012	1	2	business	2420	0	0	2420	low	16	22	24	72	3.6	sunny	25.07
18	male	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	13	39	39	4	5	rain/snow	25.23
58	female	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	14	21	29	40	5	rain/snow	25.23
56	male	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	14	25	32	2	5	rain/snow	25.23
70	male	Hradec Králové	15.8353464	50.2100194	CR	1.11.2012	24	1	private	29040	0	200	28840	low	16	29	28	45	5	rain/snow	25.23
65	male	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	3	private	87120	0	200	86920	low	8	26	38	46	5	rain/snow	25.23
43	female	Wien	16.3736767	48.2115631	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	32	39	39	46	5	rain/snow	25.23
76	female	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	23	25	16	71	5	rain/snow	25.23
22	female	Salzburg	13.0475658	47.798095	Austria	1.11.2012	24	1	private	29040	0	200	28840	low	23	31	22	47	5	rain/snow	25.23
73	female	München	11.5836375	48.1364669	Germany	3.11.2012	7	4	private	33880	0	600	33280	high	88	94	63	54	3.4	rain/snow	25.23
53	male	Warsaw	21.0099069	52.2342533	Poland	3.11.2012	7	3	private	25410	0	600	24810	high	86	95	87	54	3.4	rain/snow	25.23
47	female	Salzburg	13.0475658	47.798095	Austria	3.11.2012	2	2	private	4840	0	200	4640	average	60	60	58	35	3.4	rain/snow	25.23
32	male	Salzburg	13.0475658	47.798095	Austria	3.11.2012	2	2	private	4840	0	200	4640	average	28	58	44	57	3.4	rain/snow	25.23
35	male	München	11.5836375	48.1364669	Germany	3.11.2012	7	3	private	25410	0	600	24810	high	92	84	61	58	3.4	rain/snow	25.23
20	female	München	11.5836375	48.1364669	Germany	3.11.2012	7	3	private	25410	0	600	24810	high	89	96	99	54	3.4	rain/snow	25.23
31	male	Wien	16.3736767	48.2115631	Austria	3.11.2012	2	2	private	4840	0	200	4640	average	42	65	69	64	3.4	rain/snow	25.23
22	female	München	11.5836375	48.1364669	Germany	3.11.2012	7	3	private	25410	0	600	24810	high	98	87	90	49	3.4	rain/snow	25.23
53	male	Wien	16.3736767	48.2115631	Austria	3.11.2012	2	3	private	7260	0	200	7060	average	35	59	56	50	3.4	rain/snow	25.23
52	female	München	11.5836375	48.1364669	Germany	3.11.2012	7	2	private	16940	0	600	16340	high	90	95	91	55	3.4	rain/snow	25.23
78	female	München	11.5836375	48.1364669	Germany	3.11.2012	7	3	private	25410	0	600	24810	high	94	94	98	53	3.4	rain/snow	25.23
35	female	Liberec	15.0663036	50.7709239	CR	6.11.2012	1	2	business	2420	0	0	2420	high	88	86	61	23	1.7	rain/snow	25.3
47	male	Hradec Králové	15.8353464	50.2100194	CR	6.11.2012	1	1	business	1210	0	0	1210	low	24	25	16	55	1.7	rain/snow	25.3
43	male	Wien	16.3736767	48.2115631	Austria	6.11.2012	1	2	business	2420	0	0	2420	high	92	100	88	28	1.7	rain/snow	25.3
33	female	Linz	14.2862742	48.3066489	Austria	6.11.2012	1	1	business	1210	0	0	1210	low	40	38	23	54	1.7	rain/snow	25.3
39	female	Linz	14.2862742	48.3066489	Austria	6.11.2012	1	1	business	1210	0	0	1210	low	6	34	27	40	1.7	rain/snow	25.3
32	male	Liberec	15.0663036	50.7709239	CR	6.11.2012	1	2	business	2420	0	0	2420	high	91	86	99	23	1.7	rain/snow	25.3
63	male	Zlín	17.6700633	49.2280669	CR	6.11.2012	1	2	business	2420	0	0	2420	high	95	92	74	52	1.7	rain/snow	25.3
76	female	Praha	14.4212806	50.0874967	CR	6.11.2012	1	1	business	1210	0	0	1210	low	15	39	28	71	1.7	rain/snow	25.3
58	male	Liberec	15.0663036	50.7709239	CR	6.11.2012	1	2	business	2420	0	0	2420	high	96	100	97	57	1.7	rain/snow	25.3
40	male	Linz	14.2862742	48.3066489	Austria	6.11.2012	1	1	business	1210	0	0	1210	low	13	28	16	53	1.7	rain/snow	25.3
41	female	München	11.5836375	48.1364669	Germany	6.11.2012	1	1	business	1210	0	0	1210	high	82	90	91	27	1.7	rain/snow	25.3
76	female	Linz	14.2862742	48.3066489	Austria	6.11.2012	1	1	business	1210	0	0	1210	low	16	40	37	48	1.7	rain/snow	25.3
51	female	Berlin	13.3908886	52.5176189	Germany	9.11.2012	2	3	private	7260	0	200	7060	low	13	33	22	37	7.3	rain/snow	25.39
81	female	Dresden	13.7397044	51.0497456	Germany	10.11.2012	21	3	private	76230	0	1400	74830	average	43	54	54	34	14.3	rain/snow	25.39
40	female	Berlin	13.3908886	52.5176189	Germany	10.11.2012	2	2	private	4840	0	200	4640	average	33	42	56	63	14.3	rain/snow	25.39
43	female	München	11.5836375	48.1364669	Germany	10.11.2012	7	3	private	25410	0	600	24810	high	86	81	85	49	14.3	rain/snow	25.39
35	male	München	11.5836375	48.1364669	Germany	10.11.2012	7	3	private	25410	0	600	24810	high	82	92	100	50	14.3	rain/snow	25.39
35	female	Wien	16.3736767	48.2115631	Austria	10.11.2012	2	4	private	9680	0	200	9480	average	33	60	55	61	14.3	rain/snow	25.39
42	male	Wien	16.3736767	48.2115631	Austria	10.11.2012	2	2	private	4840	0	200	4640	average	50	68	60	51	14.3	rain/snow	25.39
22	male	Wien	16.3736767	48.2115631	Austria	10.11.2012	2	3	private	7260	0	200	7060	average	27	60	57	33	14.3	rain/snow	25.39
35	female	Praha	14.4212806	50.0874967	CR	10.11.2012	4	1	private	4840	0	200	4640	high	82	100	91	53	14.3	rain/snow	25.39
64	female	Jihlava	15.5909008	49.3963828	CR	12.11.2012	1	2	business	2420	0	0	2420	average	52	44	58	62	-0.5	rain/snow	25.36
76	male	Jihlava	15.5909008	49.3963828	CR	12.11.2012	1	1	business	1210	0	0	1210	average	44	51	69	58	-0.5	rain/snow	25.36
29	male	Liberec	15.0663036	50.7709239	CR	13.11.2012	1	2	business	2420	0	0	2420	high	96	98	98	60	-1.4	cloudy	25.45
63	female	Zlín	17.6700633	49.2280669	CR	13.11.2012	1	2	business	2420	0	0	2420	low	38	36	29	38	-1.4	cloudy	25.45
33	male	Linz	14.2862742	48.3066489	Austria	13.11.2012	1	1	business	1210	0	0	1210	low	7	30	23	3	-1.4	cloudy	25.45
